,actual_property_label,claim_label,mape_label,parsed_sentence,predicted_label,property_prediction,random_label
785,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,0,"The latest value for GNI per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
786,/location/statistical_region/population,1,0,The population of LOCATION_SLOT was estimated at NUMBER_SLOT in July 2000 and is growing at an annual rate of 2.47 percent .,1,/location/statistical_region/population_growth_rate,0
787,/location/statistical_region/gdp_nominal_per_capita,1,1,"LOCATION_SLOT GDP per capita -LRB- current US$ -RRB- 2012 : NUMBER_SLOT , U.S. dollars",0,no_region,1
788,no_region,0,0,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT</location> is : Male NUMBER_SLOT , female NUMBER_SLOT and total life expectancy is 81.5 which gives Cyprus a World Life Expectancy ranking of 14 .",1,/location/statistical_region/life_expectancy,0
789,/location/statistical_region/population,1,1,The population of LOCATION_SLOT is NUMBER_SLOT -LRB- July 2011 est. -RRB- .,1,/location/statistical_region/population,1
790,/location/statistical_region/population,1,1,"The population of LOCATION_SLOT in 2003 was estimated by the United Nations at NUMBER_SLOT , which placed it as number 91 in population among the 193 nations of the world",1,/location/statistical_region/population,0
791,/location/statistical_region/population,1,1,"Population of LOCATION_SLOT : NUMBER_SLOT , 23 April , 2013 | Mark McCrindle on Morning Show",1,/location/statistical_region/population,0
792,no_region,0,1,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,1
793,no_region,0,1,"Greece - GDP per capita - Index MundiGDP per capita , PPP -LRB- current international $ -RRB- The latest value for GDP per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gdp_nominal_per_capita,0
794,/location/statistical_region/health_expenditure_as_percent_of_gdp,1,1,"Health expenditure , total -LRB- % of GDP -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/health_expenditure_as_percent_of_gdp,0
795,no_region,0,0,Value & RankThe Total Population of LOCATION_SLOT is NUMBER_SLOT -LRB- millions of -RRB- with a global rank of 68 .,0,no_region,0
796,/location/statistical_region/life_expectancy,1,1,"The value for Life expectancy at birth , total -LRB- years -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",1,/location/statistical_region/life_expectancy,1
797,no_region,0,1,"The latest value for GDP per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gdp_nominal_per_capita,1
798,/location/statistical_region/health_expenditure_as_percent_of_gdp,1,1,"Health expenditure , total -LRB- % of GDP -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/health_expenditure_as_percent_of_gdp,0
799,/location/statistical_region/consumer_price_index,1,1,"LOCATION_SLOT Consumer price index -LRB- 2005 = 100 -RRB- 2012 : NUMBER_SLOT , Index , 2005 = 100",0,no_region,0
800,/location/statistical_region/life_expectancy,1,1,"LOCATION_SLOT Life expectancy at birth , total -LRB- years -RRB- 2011 : NUMBER_SLOT , Years",1,/location/statistical_region/life_expectancy,1
801,no_region,0,0,"According to the CIA , as of this past summer the population of the LOCATION_SLOT</location> was estimated at NUMBER_SLOT and the population of Russia at NUMBER_SLOT .",0,/location/statistical_region/population,0
802,/location/statistical_region/gdp_nominal,1,1,The latest value for GDP -LRB- current US$ -RRB- in LOCATION_SLOT was $ NUMBER_SLOT as of 2011 .,1,no_region,1
803,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
804,no_region,0,1,"LOCATION_SLOT</location></location></location></location></location></location></location> compared to other CountriesThe Inflation of LOCATION_SLOT</location></location></location> is similar to that of Lesotho , Lebanon , Isle of Man , Dominican Republic , Sri Lanka , Mauritania , Timor-Leste , Chad , Mozambique , Hong Kong SAR , China with a respective Inflation of 5.00 , NUMBER_SLOT</number> , NUMBER_SLOT , NUMBER_SLOT , NUMBER_SLOT</number> , NUMBER_SLOT</number> , NUMBER_SLOT , NUMBER_SLOT</number> , NUMBER_SLOT , 4.40 -LRB- % -RRB- and a global rank of 68 , 69 , 70 , 71 , 72 , 74 , 75 , 76 , 77 , 78 .",0,/location/statistical_region/population,0
805,no_region,0,1,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,1
806,/location/statistical_region/diesel_price_liter,1,1,The latest value for Pump price for diesel fuel -LRB- US$ per liter -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2012 .,0,no_region,1
807,/location/statistical_region/population,1,1,"According to the latest census , the population of LOCATION_SLOT is NUMBER_SLOT inhabitants .",1,/location/statistical_region/population,1
808,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,1,"The latest value for GNI per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
809,/location/statistical_region/life_expectancy,1,1,"The value for Life expectancy at birth , total -LRB- years -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",1,/location/statistical_region/life_expectancy,0
810,/location/statistical_region/population,1,1,"According to the 1990 U.S. Census Bureau report , the island of LOCATION_SLOT has a population of NUMBER_SLOT .",0,/location/statistical_region/population,0
811,/location/statistical_region/population,1,0,By the end of 2006 the population of LOCATION_SLOT was estimated at NUMBER_SLOT .,1,/location/statistical_region/population,0
812,no_region,0,1,"Russia 34.7 % , Netherlands 17.7 % , LOCATION_SLOT 7.5 % , LOCATION_SLOT 6.3 % , Poland NUMBER_SLOT</number> % -LRB- 2006 -RRB-",1,/location/statistical_region/health_expenditure_as_percent_of_gdp,0
813,/location/statistical_region/renewable_freshwater_per_capita,1,1,"LOCATION_SLOT and Herzegovina Renewable internal freshwater resources per capita -LRB- cubic meters -RRB- 2011 : NUMBER_SLOT , Cubic meters",0,no_region,1
814,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,0,"GNI per capita ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2011 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
815,no_region,0,1,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,0
816,/location/statistical_region/population,1,0,"The population of LOCATION_SLOT in 2003 was estimated by the United Nations at NUMBER_SLOT , which placed it as number 162 in population among the 193 nations of the world .",1,/location/statistical_region/population,1
817,/location/statistical_region/population,1,1,"The value for Population , total in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/population,0
818,no_region,0,0,"The latest value for GDP per capita , PPP -LRB- constant 2005 international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
819,/location/statistical_region/population,1,1,"Covering 176,215 sq km -LRB- 68,037 sq mi -RRB- , LOCATION_SLOT has a population of just NUMBER_SLOT -LRB- 2011 estimate -RRB- .",1,/location/statistical_region/population,1
820,no_region,0,1,"The latest value for GDP per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gdp_nominal_per_capita,0
821,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,0,"The latest value for GNI per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
822,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,0,"The latest value for GNI per capita , PPP -LRB- constant 2005 international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
823,/location/statistical_region/population,1,1,"The total population in LOCATION_SLOT was last recorded at NUMBER_SLOT people in 2013 from 2.1 million in 1960 , changing 285 percent during the last 50 years .",1,/location/statistical_region/population,0
824,no_region,0,0,"The list is led by Paraguay , whose GDP could grow 12.5 percent in 2013 , followed by Panama -LRB- 7.5 % -RRB- , Peru -LRB- NUMBER_SLOT</number> % -RRB- , LOCATION_SLOT</location></location> -LRB- NUMBER_SLOT % -RRB- , LOCATION_SLOT</location></location> -LRB- NUMBER_SLOT % -RRB- and Chile -LRB- NUMBER_SLOT</number> % -RRB- .",0,/location/statistical_region/population,0
825,/location/statistical_region/diesel_price_liter,1,1,The latest value for Pump price for diesel fuel -LRB- US$ per liter -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2012 .,0,no_region,0
826,/location/statistical_region/population,1,1,"LOCATION_SLOT has an estimated population of NUMBER_SLOT on December 31 , 2010 .",1,/location/statistical_region/population,1
827,no_region,0,1,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,0
828,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- End of Year Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
829,no_region,0,1,"South Africa 29.9 % , LOCATION_SLOT 15.7 % , Spain 7.6 % , Cote dIvoire NUMBER_SLOT</number></number> % , LOCATION_SLOT 4.2 % , LOCATION_SLOT 4.1 % , China 4 % -LRB- 2011 -RRB-",1,/location/statistical_region/health_expenditure_as_percent_of_gdp,1
830,no_region,0,1,"GDP per capita ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2011 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
831,no_region,0,1,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT</location> is : Male NUMBER_SLOT , female NUMBER_SLOT and total life expectancy is 58.2 which gives Djibouti a World Life Expectancy ranking of 162 .",1,/location/statistical_region/life_expectancy,0
832,/location/statistical_region/population,1,1,"The population of LOCATION_SLOT in 2003 was estimated by the United Nations at NUMBER_SLOT , which placed it as number 173 in population among the 193 nations of the world .",1,/location/statistical_region/population,0
833,/location/statistical_region/population,1,1,The population of LOCATION_SLOT is NUMBER_SLOT .,1,/location/statistical_region/population,0
834,/location/statistical_region/life_expectancy,1,1,"The value for Life expectancy at birth , total -LRB- years -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",1,/location/statistical_region/life_expectancy,1
835,/location/statistical_region/population,1,0,The population of LOCATION_SLOT is NUMBER_SLOT .,1,/location/statistical_region/population,1
836,/location/statistical_region/diesel_price_liter,1,1,"LOCATION_SLOT Pump price for diesel fuel -LRB- US$ per liter -RRB- 2012 : NUMBER_SLOT , U.S. dollars",0,no_region,0
837,/location/statistical_region/life_expectancy,1,1,"The value for Life expectancy at birth , total -LRB- years -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",1,/location/statistical_region/life_expectancy,1
838,/location/statistical_region/population,1,1,"The population of LOCATION_SLOT , as estimated in late 2010 , is NUMBER_SLOT .",1,/location/statistical_region/population,0
839,/location/statistical_region/life_expectancy,1,1,"The value for Life expectancy at birth , total -LRB- years -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",1,/location/statistical_region/life_expectancy,1
840,/location/statistical_region/gdp_nominal,1,1,The latest value for GDP -LRB- current US$ -RRB- in LOCATION_SLOT was $ NUMBER_SLOT as of 2011 .,1,no_region,0
841,/location/statistical_region/gdp_nominal,1,1,The latest value for GDP -LRB- current US$ -RRB- in LOCATION_SLOT was $ NUMBER_SLOT as of 2011 .,1,no_region,1
842,/location/statistical_region/population,1,0,"In 1993 the population of LOCATION_SLOT was estimated at NUMBER_SLOT , of whom 56.5 percent were ethnic Kyrgyz , 18.8 percent were Russians , 12.9 percent were Uzbeks , 2.1 percent were Ukrainians , and 1.0 percent were Germans -LRB- see table 4 , Appendix -RRB- .",0,/location/statistical_region/internet_users_percent_population,1
843,/location/statistical_region/consumer_price_index,1,1,"LOCATION_SLOT Consumer price index -LRB- 2005 = 100 -RRB- 2012 : NUMBER_SLOT , Index , 2005 = 100",0,no_region,0
844,no_region,0,1,"GDP ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2012 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
845,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,0
846,/location/statistical_region/gni_in_ppp_dollars,1,0,"The latest value for GNI , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/diesel_price_liter,0
847,/location/statistical_region/population,1,0,The population of the LOCATION_SLOT was estimated at NUMBER_SLOT in July 2001 .,1,/location/statistical_region/population,1
848,/location/statistical_region/population,1,1,The LOCATION_SLOT has a population of roughly NUMBER_SLOT with 120 million fit for military service and over 4 million reaching military age each year .,0,no_region,1
849,no_region,0,1,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,0
850,/location/statistical_region/diesel_price_liter,1,1,The latest value for Pump price for diesel fuel -LRB- US$ per liter -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2012 .,0,no_region,0
851,/location/statistical_region/population,1,0,LOCATION_SLOT has a population of NUMBER_SLOT -LRB- July 2008 estimate -RRB- .,1,no_region,0
852,/location/statistical_region/population,1,1,The population of LOCATION_SLOT in 2012 is NUMBER_SLOT .,1,/location/statistical_region/population,1
853,no_region,0,1,"GDP per capita ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2010 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
854,no_region,0,1,"The latest value for GDP per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gdp_nominal_per_capita,0
855,no_region,0,0,"The latest value for GDP per capita , PPP -LRB- constant 2005 international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
856,/location/statistical_region/fertility_rate,1,0,22 Fertility Rate í¢ $ `` LOCATION_SLOT NUMBER_SLOT,0,/location/statistical_region/fertility_rate,0
857,/location/statistical_region/population,1,0,The population of LOCATION_SLOT is estimated at NUMBER_SLOT with an average growth rate of 2.9 percent per year .,1,/location/statistical_region/gdp_growth_rate,1
858,/location/statistical_region/gni_in_ppp_dollars,1,0,"The latest value for GNI , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/diesel_price_liter,0
859,no_region,0,0,"The latest value for GDP per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gdp_nominal_per_capita,1
860,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,0,"The latest value for GNI per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
861,/location/statistical_region/diesel_price_liter,1,1,"LOCATION_SLOT Pump price for diesel fuel -LRB- US$ per liter -RRB- 2012 : NUMBER_SLOT , U.S. dollars",0,no_region,0
862,no_region,0,0,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,0
863,/location/statistical_region/fertility_rate,1,1,182 Fertility Rate í¢ $ `` LOCATION_SLOT NUMBER_SLOT,0,/location/statistical_region/fertility_rate,1
864,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,0
865,/location/statistical_region/population,1,0,"The population of LOCATION_SLOT in 2003 was estimated by the United Nations at NUMBER_SLOT , which placed it as number 42 in population among the 193 nations of the world .",1,/location/statistical_region/population,0
866,/location/statistical_region/health_expenditure_as_percent_of_gdp,1,1,"Health expenditure , total -LRB- % of GDP -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/health_expenditure_as_percent_of_gdp,0
867,/location/statistical_region/population,1,1,LOCATION_SLOT has a population of NUMBER_SLOT .,1,/location/statistical_region/population,0
868,no_region,0,1,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT</location> is : Male NUMBER_SLOT , female NUMBER_SLOT and total life expectancy is 55.8 which gives Burkina Faso a World Life Expectancy ranking of 170 .",1,/location/statistical_region/life_expectancy,0
869,/location/statistical_region/diesel_price_liter,1,1,"LOCATION_SLOT Pump price for diesel fuel -LRB- US$ per liter -RRB- 2012 : NUMBER_SLOT , U.S. dollars",0,no_region,0
870,/location/statistical_region/life_expectancy,1,1,"The value for Life expectancy at birth , total -LRB- years -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",1,/location/statistical_region/life_expectancy,1
871,/location/statistical_region/population,1,0,The population of LOCATION_SLOT is approximately NUMBER_SLOT .,1,/location/statistical_region/population,0
872,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,1,"The latest value for GNI per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
873,no_region,0,0,"The latest value for GDP , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
874,/location/statistical_region/population,1,0,The population of LOCATION_SLOT is NUMBER_SLOT people .,1,/location/statistical_region/population,0
875,/location/statistical_region/consumer_price_index,1,1,"LOCATION_SLOT Consumer price index -LRB- 2005 = 100 -RRB- 2012 : NUMBER_SLOT , Index , 2005 = 100",0,no_region,0
876,/location/statistical_region/population,1,0,"Regarding your example , if the population of LOCATION_SLOT is NUMBER_SLOT , with a per-day rate of spread of 1.043 it would take about 286 days for everyone to become infected .",0,/location/statistical_region/gdp_nominal_per_capita,0
877,/location/statistical_region/population,1,0,"Population of LOCATION_SLOT : NUMBER_SLOT , 900,000 , Black 79.6 percent , White 9.1 percent , ...",0,/location/statistical_region/internet_users_percent_population,0
878,/location/statistical_region/health_expenditure_as_percent_of_gdp,1,0,Healthcare in Cyprus accounted for NUMBER_SLOT % of GDP in LOCATION_SLOT in 2002 of which 51 % came from private resources compared with an average of just 25 % in the rest of the EU .,0,no_region,0
879,/location/statistical_region/prevalence_of_undernourisment,1,1,"Based on FAOÃ¢ $ s most recent estimates , the prevalence of undernourishment in LOCATION_SLOT has dropped from 38.7 % in 1990-92 , to NUMBER_SLOT % in 2010-12 and thus the country has achieved the MDG-1 hunger target .",1,/location/statistical_region/cpi_inflation_rate,1
880,/location/statistical_region/population,1,1,Belgium Population Ã‚ - Ã‚ The total population in LOCATION_SLOT was last recorded at NUMBER_SLOT people in 2013 from 9.1 million in 1960 changing 22 percent during the last 50 years ...,1,/location/statistical_region/population,1
881,/location/statistical_region/population,1,0,The estimated population of LOCATION_SLOT in 2014 is NUMBER_SLOT .,1,/location/statistical_region/population,1
882,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
883,/location/statistical_region/population,1,0,"The total population in LOCATION_SLOT was last recorded at NUMBER_SLOT people in 2012 from 0.3 million in 1960 , changing 1369 percent during the last 50 years .",1,/location/statistical_region/population,1
884,/location/statistical_region/population,1,1,LOCATION_SLOT has a population of NUMBER_SLOT,1,/location/statistical_region/population,0
885,/location/statistical_region/fertility_rate,1,0,137 Fertility Rate í¢ $ `` LOCATION_SLOT NUMBER_SLOT,0,/location/statistical_region/fertility_rate,0
886,/location/statistical_region/renewable_freshwater_per_capita,1,1,"LOCATION_SLOT Renewable internal freshwater resources per capita -LRB- cubic meters -RRB- 2011 : NUMBER_SLOT , Cubic meters",0,no_region,0
887,no_region,0,1,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT</location> is : Male NUMBER_SLOT , female NUMBER_SLOT and total life expectancy is 63.4 which gives Turkmenistan a World Life Expectancy ranking of 142 .",1,/location/statistical_region/life_expectancy,1
888,/location/statistical_region/life_expectancy,1,1,"The value for Life expectancy at birth , total -LRB- years -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",1,/location/statistical_region/life_expectancy,1
889,no_region,0,0,"LOCATION_SLOT</location></location></location></location></location> compared to other CountriesThe Inflation of Moldova is similar to that of Lesotho , Lebanon , Isle of Man , Dominican Republic , Sri Lanka , Mauritania , Timor-Leste , Chad , Mozambique , Hong Kong SAR , China with a respective Inflation of 5.00 , NUMBER_SLOT , NUMBER_SLOT , 5.00 , NUMBER_SLOT , NUMBER_SLOT , 4.50 , NUMBER_SLOT , NUMBER_SLOT , 4.40 -LRB- % -RRB- and a global rank of 68 , 69 , 70 , 71 , 72 , 74 , 75 , 76 , 77 , 78 .",0,/location/statistical_region/population,1
890,/location/statistical_region/population,1,1,The population of LOCATION_SLOT is NUMBER_SLOT .,1,/location/statistical_region/population,0
891,/location/statistical_region/population,1,1,"According to the latest census , the population of LOCATION_SLOT is NUMBER_SLOT inhabitants .",1,/location/statistical_region/population,1
892,/location/statistical_region/population,1,0,"LOCATION_SLOT has an estimated 2014 population of NUMBER_SLOT , compared to the 2004 census population of 492,000 .",1,/location/statistical_region/population,1
893,/location/statistical_region/population,1,1,"As of July 2009 , LOCATION_SLOT has an estimated population of NUMBER_SLOT .",1,/location/statistical_region/population,0
894,/location/statistical_region/life_expectancy,1,1,"LOCATION_SLOT Life expectancy at birth , total -LRB- years -RRB- 2011 : NUMBER_SLOT , Years",1,/location/statistical_region/life_expectancy,1
895,/location/statistical_region/population,1,0,The population of LOCATION_SLOT -LRB- Burma -RRB- is NUMBER_SLOT making it the 24th most populous country .,1,/location/statistical_region/population,0
896,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
897,/location/statistical_region/gdp_nominal,1,0,Algeria GDP Ìâ - Ìâ The Gross Domestic Product -LRB- GDP -RRB- in LOCATION_SLOT was worth NUMBER_SLOT US dollars in 2013 .,0,/location/statistical_region/cpi_inflation_rate,1
898,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,0,"The latest value for GNI per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
899,no_region,0,0,"GDP per capita ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2012 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
900,/location/statistical_region/gdp_nominal_per_capita,1,1,"LOCATION_SLOT GDP per capita -LRB- current US$ -RRB- 2012 : NUMBER_SLOT , U.S. dollars",0,no_region,0
901,/location/statistical_region/population,1,0,"According to the latest census , the population of LOCATION_SLOT is NUMBER_SLOT inhabitants .",1,/location/statistical_region/population,0
902,no_region,0,0,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,0
903,/location/statistical_region/health_expenditure_as_percent_of_gdp,1,1,"Health expenditure , total -LRB- % of GDP -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/health_expenditure_as_percent_of_gdp,1
904,/location/statistical_region/gni_in_ppp_dollars,1,0,"The latest value for GNI , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/diesel_price_liter,0
905,no_region,0,1,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT is : Male NUMBER_SLOT , female 83.1 and total life expectancy is 81.3 which gives New Zealand a World Life Expectancy ranking of 16 .",1,/location/statistical_region/life_expectancy,1
906,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,0
907,/location/statistical_region/renewable_freshwater_per_capita,1,1,"LOCATION_SLOT Renewable internal freshwater resources per capita -LRB- cubic meters -RRB- 2011 : NUMBER_SLOT , Cubic meters",0,no_region,1
908,/location/statistical_region/population,1,1,"The total population of the LOCATION_SLOT as of May 1 , 2010 is NUMBER_SLOT based on the 2010 Census of Population and Housing .",1,/location/statistical_region/population,1
909,/location/statistical_region/fertility_rate,1,1,"The value for Fertility rate , total -LRB- births per woman -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",1,/location/statistical_region/fertility_rate,1
910,/location/statistical_region/health_expenditure_as_percent_of_gdp,1,1,"Health expenditure , total -LRB- % of GDP -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/health_expenditure_as_percent_of_gdp,0
911,/location/statistical_region/gdp_nominal,1,1,India GDP Ìâ - Ìâ The Gross Domestic Product -LRB- GDP -RRB- in LOCATION_SLOT was worth NUMBER_SLOT US dollars in 2013 .,1,/location/statistical_region/cpi_inflation_rate,1
912,no_region,0,0,The city population of LOCATION_SLOT is NUMBER_SLOT,0,/location/statistical_region/renewable_freshwater_per_capita,1
913,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,0
914,/location/statistical_region/cpi_inflation_rate,1,1,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,0
915,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
916,/location/statistical_region/health_expenditure_as_percent_of_gdp,1,1,"Ã‚ Health spending accounts for NUMBER_SLOT % of GDPÃ‚ in the LOCATION_SLOT , by far the highest share in the OECD , and more than eight percentage points higher than the OECD average of 9.4 % .",1,/location/statistical_region/life_expectancy,1
917,/location/statistical_region/population,1,0,It 's estimated that LOCATION_SLOT has a population of NUMBER_SLOT in 2014 .,1,/location/statistical_region/population,1
918,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
919,/location/statistical_region/gni_in_ppp_dollars,1,1,"The latest value for GNI , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2010 .",0,/location/statistical_region/diesel_price_liter,0
920,/location/statistical_region/gdp_nominal_per_capita,1,1,"LOCATION_SLOT GDP per capita -LRB- current US$ -RRB- 2012 : NUMBER_SLOT , U.S. dollars",0,no_region,0
921,/location/statistical_region/gni_in_ppp_dollars,1,1,"GNI ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2012 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
922,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,1,"GNI per capita ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2011 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
923,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
