parsedSentence,claim,property
"10 , No. 1 , 1996 , pp. 189-222 , and in Living Standard Measurement Study Working Paper No. NUMBER_SLOT , The World Bank , Washington , LOCATION_SLOT , 1995 ; the article is abstracted in International Family Planning Perspectives , Vol .",not_about_economic_statistics,not_about_economic_statistics
"However , under the influence of the emergency economic action plans of 1976-78 , 1979-81 , and 1982-86 , earnings from tourism increased at least 20 percent for eleven straight years , and the number of tourists who visited the Republic of LOCATION_SLOT went from NUMBER_SLOT in 1976 to 1,376,000 in 1989 .",claim,statistic_not_listed
"5C Happy Villa , LOCATION_SLOT NUMBER_SLOT , Private Box 9648 , Maseru 101 , Lesotho",not_about_economic_statistics,not_about_economic_statistics
"To study different migration events to and from Guinea-Bissau , as well as within LOCATION_SLOT we used a recently introduced Bayesian phylogeographic model employing the Bayesian stochastic search variable selection -LRB- allowing exchange rates in the Markov model to be zero -RRB- , as described by Lemey et al. -LSB- NUMBER_SLOT -RSB- .",not_about_economic_statistics,not_about_economic_statistics
"GDP per capita in Eritrea was less , than GDP per capita in the World -LRB- NUMBER_SLOT US dollars -RRB- by 4146 LOCATION_SLOT dollars .",not_claim,gdp_nominal_per_capita
Tirupati Venkateswara compelled to sell a LOCATION_SLOT prasad at Rs NUMBER_SLOT Â -LRB- 14 -RRB-,not_about_economic_statistics,not_about_economic_statistics
2nd Quarter Unemployment NUMBER_SLOT % -LRB- Government of LOCATION_SLOT - Office of the Prime Minister -RRB-,claim,unemployment_rate
"-LSB- NUMBER_SLOT -RSB- -LSB- 73 -RSB- The rest follow traditional beliefs , syncretic sects or LOCATION_SLOT .",not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT constitutes 26 out of the NUMBER_SLOT counties that make up the island of Ireland , with 6 northern counties under the jurisdiction of the United Kingdom .",not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT , with a population of 30 million and a per capita income of about $ NUMBER_SLOT , is passing through a momentous and prolonged political transition following a 10-year violent conflict that ended in 2006 .",claim,gdp_nominal_per_capita
"Attracting foreign direct investment -LRB- fdi -RRB- to LOCATION_SLOT , 2 NUMBER_SLOT .",not_about_economic_statistics,not_about_economic_statistics
"According to the International Human Development Index , LOCATION_SLOT 's health index value of NUMBER_SLOT indicates low human development .",claim,statistic_not_listed
Search the net for over NUMBER_SLOT hotels and apartments in LOCATION_SLOT and Ukraine,not_about_economic_statistics,not_about_economic_statistics
Â LOCATION_SLOT NUMBER_SLOT %,not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT : Singapore 's Total Fertility Rate -LRB- TFR -RRB- increased from 1.20 in 2011 to NUMBER_SLOT in 2012 .,not_about_economic_statistics,not_about_economic_statistics
"`` Such a birth rate for two consecutive years has not been observed for NUMBER_SLOT years , '' wrote Lionel Doisneau , the author of the study , which was released last week in LOCATION_SLOT -LRB- www.insee.fr -RRB- .",not_about_economic_statistics,not_about_economic_statistics
"... In 2011 , LOCATION_SLOT had only NUMBER_SLOT physicians per 1000 population , well below the OECD average of 3.2 .",claim,statistic_not_listed
"But with Rs NUMBER_SLOT , you can buy more goods and services in LOCATION_SLOT than with $ 100 in the US .",not_about_economic_statistics,not_about_economic_statistics
"The Naval Infantry Corps -LRB- Cuerpo de Infanteria de Marina -RRB- maintains a strength of around 1700 -LSB- NUMBER_SLOT -RSB- well trained Marines , headquartered in LOCATION_SLOT .",not_about_economic_statistics,not_about_economic_statistics
"A fertility rate of over NUMBER_SLOT ensures that the population will grow , but LOCATION_SLOT 's rate has remained below that mark since 1983 , dropping to as low as 1.08 in 2005 .",not_claim,fertility_rate
ContextÃ Â The World Food Programme estimated that NUMBER_SLOT people were at risk of starvation in LOCATION_SLOT in 2000 but later reported that a famine had been averted .,not_claim,not_about_economic_statistics
LOCATION_SLOT had NUMBER_SLOT fixed telephone lines per 100 inhabitants in 2009 .,not_about_economic_statistics,not_about_economic_statistics
"-LRB- NUMBER_SLOT -RRB- Thanks to UMMO 's promotion of the idea of ' Ketuanan Melayu ' and given the past history of incidents of bilateral tension documented in footnote 5 , at a strategic level , the LOCATION_SLOT Government has decided that they can not and will not rely on Malaysia to act in a manner that advances common interests .",not_about_economic_statistics,not_about_economic_statistics
"The unification agreement , according to which the ruling parties of the former North and LOCATION_SLOT share power equally , stipulated a NUMBER_SLOT month transitional period , due to end in November 1992 .",not_about_economic_statistics,not_about_economic_statistics
"Â Cameroonian exports to the LOCATION_SLOT , that same year , were approximately $ 297 million -LRB- or about NUMBER_SLOT % of total Cameroonian exports -RRB- .",not_about_economic_statistics,not_about_economic_statistics
"Being a small country , LOCATION_SLOT contributes relatively little to worldwide production in each of its NUMBER_SLOT sectors .",not_about_economic_statistics,not_about_economic_statistics
"Inflation rate in LOCATION_SLOT in the H1 2011 stood at NUMBER_SLOT % , lower than the CIS average -LRB- 6.4 % -RRB- , the CIS Interstate Committee for Statistics reports .",claim,cpi_inflation_rate
Gender inequalities are reflected in the country 's human development ranking ; LOCATION_SLOT ranks 142 of NUMBER_SLOT countries in the Gender-related Development Index.Â RÃ Â © duire,not_about_economic_statistics,not_about_economic_statistics
"With a vigorous growth rate of NUMBER_SLOT percent , the economy of LOCATION_SLOT 's Tanzania is booming .",claim,gdp_growth_rate
"DHADING , LOCATION_SLOT -LRB- WOMENSENEWS -RRB- -- Hem Kumari Chepang , NUMBER_SLOT , has conceived 26 children during the last 30 years .",not_about_economic_statistics,not_about_economic_statistics
-LSB- 160 -RSB- LOCATION_SLOT 's annual birthrate is approximately NUMBER_SLOT births per 1000 people .,claim,fertility_rate
"When asked by the World Bank , LOCATION_SLOT reported that it only took 15 steps and NUMBER_SLOT days to start a business .",claim,time_required_to_start_a_business
A study performed in children and adolescents aged 3Ã cents Â $ Â `` 18 years in LOCATION_SLOT -LRB- the capital city -RRB- showed that 5.1 percent of school-aged children were obese -LRB- NUMBER_SLOT -RRB- .,not_about_economic_statistics,not_about_economic_statistics
"In 1997 , LOCATION_SLOT had NUMBER_SLOT television stations .",not_about_economic_statistics,not_about_economic_statistics
GCC - Canada Bilateral trade has increased from CAD NUMBER_SLOT B in 2010 CAD 6.7 B in 2012 on account of surge in trade across all GCC countries except LOCATION_SLOT .,not_about_economic_statistics,not_about_economic_statistics
"PNG is home to possibly the most rural population in LOCATION_SLOT -LRB- at NUMBER_SLOT % -RRB- and as more people move to cities there is a need for residential housing , grocery stores , and other service sector opportunities .",claim,statistic_not_listed
LOCATION_SLOT has a universal health care system that is administered by its Ministry of Welfare -LRB- Icelandic : VelferÃ Â ° arrÃ Â ¡ Ã Â ° uneytiÃ Â ° -RRB- -LSB- NUMBER_SLOT -RSB- and paid for mostly by taxes -LRB- 85 % -RRB- and to a lesser extent by service fees -LRB- 15 % -RRB- .,not_about_economic_statistics,not_about_economic_statistics
"In January 2011 , 112.7 million people age NUMBER_SLOT and older accessed the Internet from a home or work location in LOCATION_SLOT , representing a 15-percent increase in users from the previous year , as the region continued to show strong growth in the numbers of consumers gaining access to the Internet .",not_claim,internet_users_percent_population
"If Marcos were to continue stealing from the Philippine economy on the same rapacious scale during his regime , Â he would be stealing anywhere from a low of US$ 3.3 billion to as high as LOCATION_SLOT $ NUMBER_SLOT from the Filipino people every year !",not_about_economic_statistics,not_about_economic_statistics
"The third region is made up of the clay-covered LOCATION_SLOT , which reaches an altitude of c. 1,500 ft -LRB- NUMBER_SLOT m -RRB- and is drained by the Mono River .",not_about_economic_statistics,not_about_economic_statistics
"border countries : Cameroon 189 km , LOCATION_SLOT NUMBER_SLOT km",claim,statistic_not_listed
"Exports - partners : India 50.5 % , LOCATION_SLOT 26 % , Germany NUMBER_SLOT % -LRB- 2003 est. -RRB-",not_claim,statistic_not_listed
"In their intervention study , it was found that combating zinc deficiency can increase the growth rate of stunted children to that of non-stunted children in rural LOCATION_SLOT and calls for the need for zinc supplementation -LRB- NUMBER_SLOT -RRB- .",not_about_economic_statistics,not_about_economic_statistics
"-LSB- NUMBER_SLOT -RSB- Its current GDP -LRB- PPP -RRB- per capita is $ 12,526 in 2014 -LSB- 4 -RSB- putting LOCATION_SLOT in the 77th position according to IMF data .",not_claim,gdp_nominal_per_capita
"-LSB- NUMBER_SLOT -RSB- In efforts to contain the secessionist efforts in LOCATION_SLOT , the Angolan government has methodically deployed the Angolan Armed Forces -LRB- FAA -RRB- .",not_about_economic_statistics,not_about_economic_statistics
"NUMBER_SLOT West 22nd Street , Suite 801 , New York , LOCATION_SLOT , 10010 / USA",not_about_economic_statistics,not_about_economic_statistics
"The latest value for Foreign direct investment , net inflows -LRB- BoP , current US$ -RRB- in LOCATION_SLOT was $ NUMBER_SLOT as of 2011 .",claim,foreign_direct_investment_net_inflows
During 1970-2012 GNI per capita in Finland grew by NUMBER_SLOT US dollars -LRB- in 18.9 times -RRB- to 45684.5 LOCATION_SLOT dollars .,not_claim,statistic_not_listed
"Since the end of LOCATION_SLOT 's civil war in 2003 , the United States has contributed over $ 1 billion in bilateral assistance and more than $ NUMBER_SLOT in assessed contributions to the UN Mission in Liberia -LRB- UNMIL -RRB- .",not_about_economic_statistics,not_about_economic_statistics
"After LatviaÃ cents Â $ Â s forcible incorporation into the LOCATION_SLOT , the remaining NUMBER_SLOT Germans also left , so that only between one and two thousand were left , mainly members of mixed families .",not_about_economic_statistics,not_about_economic_statistics
"^ Greg Austin & Alexey Muraviev , The Armed Forces of LOCATION_SLOT in Asia , Tauris , 2000 , p. NUMBER_SLOT",not_about_economic_statistics,not_about_economic_statistics
Croatia will most likely refuse russian offer of NUMBER_SLOT Beriev aircraft as a payback for RussiaÃ Åœs debt to LOCATION_SLOT .,not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT Inflation Rate at NUMBER_SLOT Percent,claim,cpi_inflation_rate
"Often migrants are joining sizeable Iranian communities around the world : for instance , there are over 120,000 Iranians living in LOCATION_SLOT and some NUMBER_SLOT Iranians currently living in the UK.Â Thus , migration can offer important opportunities for , and changes in , sexual identity development , as well as continued involvement in the Iranian ethno-national community .",not_about_economic_statistics,not_about_economic_statistics
"Office of the LOCATION_SLOT Trade Representative Â â $ cents Â http://www.ustr.gov/ Â â $ cents Â accessed on : Wed , 03 Sep 2014 23:17:33 NUMBER_SLOT",not_about_economic_statistics,not_about_economic_statistics
"On April 25 and NUMBER_SLOT , ethnic disturbances erupted in the town of LOCATION_SLOT , in the western region , following the apparent killing of a man from the local Guere tribe .",not_about_economic_statistics,not_about_economic_statistics
"The ONS also said that NUMBER_SLOT % of births in England and LOCATION_SLOT last year were to mothers who were themselves born outside the UK , up from 25.9 % in 2012 .",not_claim,statistic_not_listed
"Those born in Bulgaria -LRB- NUMBER_SLOT percent -RRB- , Russia -LRB- 51.7 percent -RRB- , and LOCATION_SLOT -LRB- 46.7 percent -RRB- were most likely to report having a bachelorÃ cents Â $ Â s or higher degree .",not_about_economic_statistics,not_about_economic_statistics
"Between 1982 and 1987 , Iraq received or ordered a variety of equipment from LOCATION_SLOT , including more than 100 Mirage F-1s , about NUMBER_SLOT Gazelle , Super-Frelon , and Alouette helicopters , and a variety of air-to-surface and air-to-air missiles , including Exocets .",not_about_economic_statistics,not_about_economic_statistics
The Life expectancy of LOCATION_SLOT in 2007 was recorded at NUMBER_SLOT years and 2 months,claim,life_expectancy
"As a result of high fertility and population growth rates , LOCATION_SLOT has a young population : NUMBER_SLOT % of the population is under 15 years of age",claim,statistic_not_listed
"The new edition of Ã cents Â $ Â The employment situation in LOCATION_SLOT and the CaribbeanÃ cents Â $ Â takes stock of the labour markets during 2013 and emphasises that despite the reduced economic dynamism and a minor drop in the employment rate , the unemployment rate kept falling between 2012 and 2013 and hit its lowest level in decades -LRB- NUMBER_SLOT per cent -RRB- .",not_about_economic_statistics,not_about_economic_statistics
Time required to start a business -LRB- days -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2012 .,claim,time_required_to_start_a_business
"Exports to the LOCATION_SLOT make up NUMBER_SLOT % of all Lithuania 's exports , and imports from the United States comprise 2 % of total imports .",claim,statistic_not_listed
"Much of the demand came from China and LOCATION_SLOT , where exports from Malaysia grew NUMBER_SLOT per cent and 13.8 per cent respectively .",claim,statistic_not_listed
"According to the foreign investment policy published by the Treasurer and governed by the FIRB , a foreign person must apply for approval to invest in an Australian business -LRB- including a piece of rural land having the characteristics of a commercial holding -RRB- if the foreign investment results in an interest of 15 perÂ cent or more in an Australian business which is valued above a threshold of $ 231Â million -LRB- or $ 1Â NUMBER_SLOT for LOCATION_SLOT investors on 1 January 2011 -RRB- .",not_about_economic_statistics,not_about_economic_statistics
"-LSB- NUMBER_SLOT -RSB- The country 's capital , LOCATION_SLOT is home to many large financial structures .",not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT , South NUMBER_SLOT",not_about_economic_statistics,not_about_economic_statistics
Over the nigh from NUMBER_SLOT to 20 January Soviet army advances inside the LOCATION_SLOT to surrender the People 's Frond and keep the Communist power in Azerbaijan .,not_about_economic_statistics,not_about_economic_statistics
"A report issued last Thursday by the Economic Commission for Latin America and the Caribbean -LRB- ECLAC -RRB- in LOCATION_SLOT , St Kitts and Nevis recorded an increase in foreign direct investment from US$ NUMBER_SLOT to best buy viagra $ 142 million .",not_about_economic_statistics,not_about_economic_statistics
"Nebraska had the highest participation at 72.5 percent in August , Ã Â followed by North Dakota at 71.4 percent and LOCATION_SLOT at NUMBER_SLOT Ã Â percent .",not_about_economic_statistics,not_about_economic_statistics
"Notons tout de mÃ Âªme que le dÃ Â © fi d'une Constitution fÃ Â © dÃ Â © rale demeure la plus ... With an annual population growth rate of NUMBER_SLOT per cent , a total fertility rate of 2.5 ... The debate which then started in Europe on the subject of demographic ... comprehensive view , lÃ Â - bas , LOCATION_SLOT federation , au fur et a mesure , line item , train de vieÃ Â ...",not_claim,not_about_economic_statistics
"Population - LOCATION_SLOT - growth , annual - Encyclopedia of the ... The population of Kenya in 2003 was estimated by the United Nations at NUMBER_SLOT , which ... What were the causes of rapid population growth in the past 8 years ?",not_claim,population_growth_rate
LOCATION_SLOT has an estimated population near NUMBER_SLOT .,not_claim,population
"Net FDI in LOCATION_SLOT reached $ NUMBER_SLOT in 2012 , up from $ 76 million in 2011 .",claim,foreign_direct_investment_net_inflows
"-LSB- NUMBER_SLOT -RSB- Currently , Gazprom charges Lithuania a significantly higher price for gas than it does other consumer nations , such as LOCATION_SLOT .",not_about_economic_statistics,not_about_economic_statistics
"^ Easton P Education and Koranic Literacy in LOCATION_SLOT IK Notes on Indigenous Knowledge and Practices , nÃ Â ° NUMBER_SLOT , World Bank Group 1999 p 1Ã cents Â $ Â `` 4",not_about_economic_statistics,not_about_economic_statistics
"The GDP per Capita , in LOCATION_SLOT , when adjusted by Purchasing Power Parity is equivalent to NUMBER_SLOT percent of the world 's average .",claim,statistic_not_listed
LOCATION_SLOT is considered one of the fastest growing economies in the world -LRB- top NUMBER_SLOT -RRB- in the next decades according to a global bank HSBC survey -LSB- 60 -RSB-,not_about_economic_statistics,not_about_economic_statistics
"It is separated from the coast of LOCATION_SLOT by the Mozambique Channel , the least distance between the island and the coast being about 430 km -LRB- NUMBER_SLOT mi -RRB- .",not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT Economic Indicators -LRB- NUMBER_SLOT -RRB-,not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT expects 2011-12 growth above NUMBER_SLOT pct,not_claim,gdp_growth_rate
The Gross Domestic Product -LRB- GDP -RRB- in LOCATION_SLOT was worth NUMBER_SLOT US dollars in 2013 .,claim,gdp_real
"Eurocopter signed a co-operation contract with the Malaysian Ministry of Defence at the 49th LOCATION_SLOT air show in June 2011 , related to the supply of the 12 EC NUMBER_SLOT helicopters to Royal Malaysian Air Force -LRB- RMAF -RRB- for search and rescue -LRB- SAR -RRB- operations .",not_about_economic_statistics,not_about_economic_statistics
"chancery : NUMBER_SLOT Park Avenue , 7th Floor , LOCATION_SLOT , NY 10022",not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT Crude Oil Production at NUMBER_SLOT BBL/D/1K,claim,oil_production
"-LSB- NUMBER_SLOT -RSB- In the New Testament , however , the Greek term Aithiops , ` an Ethiopian ' , does occur , -LSB- 38 -RSB- referring to a servant of Candace or Kentakes , possibly an inhabitant of Meroe which was later conquered and destroyed by the Kingdom of LOCATION_SLOT .",not_about_economic_statistics,not_about_economic_statistics
"Background : LOCATION_SLOT 's first democratically elected president was assassinated in October 1993 after only NUMBER_SLOT days in office , triggering widespread ethnic violence between Hutu and Tutsi factions .",not_about_economic_statistics,not_about_economic_statistics
"-LRB- NUMBER_SLOT -RRB- United States Government , Bureau of Economic Analysis , `` Survey of Current Business , '' Washington , LOCATION_SLOT -LRB- 2002 -RRB- .",not_about_economic_statistics,not_about_economic_statistics
"No member nation or major developing country had a larger budget surplus than LOCATION_SLOT at nearly NUMBER_SLOT % of GDP , according to OECD figures .",claim,government_debt_percent_gdp
Top NUMBER_SLOT Richest Countries in LOCATION_SLOT by GDP Nominal,not_about_economic_statistics,not_about_economic_statistics
"The BPS collects and disseminates statistics under the authority of the Statistical Law of LOCATION_SLOT , No. NUMBER_SLOT of 1997 .",not_about_economic_statistics,not_about_economic_statistics
"A 2004 OECD report said : `` With the exception of Mexico , LOCATION_SLOT , and the United States , all OECD countries had achieved universal or near-universal -LRB- at least NUMBER_SLOT % insured -RRB- coverage of their populations by 1990 . ''",not_about_economic_statistics,not_about_economic_statistics
"It is a 3-way NUMBER_SLOT 216Â km , linking the city of LOCATION_SLOT in the extreme east to the city of Tlemcen in the far West .",not_about_economic_statistics,not_about_economic_statistics
"The exports to this destination represent 64 % , and the imports from the LOCATION_SLOT countries represent NUMBER_SLOT % .",claim,statistic_not_listed
"As illustrated in Table NUMBER_SLOT , LOCATION_SLOT experienced much higher export growth rates in the past 20 years than other major exporters .",not_about_economic_statistics,not_about_economic_statistics
Super skinny terrace just 7ft wide on sale in north LOCATION_SLOT for Â # NUMBER_SLOT -LRB- but there 's no room to ...,not_about_economic_statistics,not_about_economic_statistics
"At a mid-November 2006 meeting in London , a group of bilateral and multilateral donors pledged US$ 4.7 billion over four years -LRB- 2007Ã cents Â $ Â `` NUMBER_SLOT -RRB- to fund economic development in LOCATION_SLOT .",not_about_economic_statistics,not_about_economic_statistics
"Abortion , especially for sex selection reasons becomes more or less common.Ã Â Growth in future population depends heavily on the level of fertile women , and if they are being killed or not at birth in places like LOCATION_SLOT , India , the satellite countries of the former Soviet Union , etcÃ cents Â $ Å fewer women means a lower growth rate , and unhappier societies NUMBER_SLOT + years out .",not_about_economic_statistics,not_about_economic_statistics
"With NUMBER_SLOT % GDP expenditure on Healthcare , LOCATION_SLOT among bottom five â $ `` A big opportunity for e-Health",not_about_economic_statistics,not_about_economic_statistics
"These measures , together with LOCATION_SLOT 's strong economic fundamentals , have helped it to emerge from the economic downturn more rapidly than many of its neighbours , with growth expected to be 5 % in 1999 , lower than NUMBER_SLOT % achieved during 1997 , but considerably higher than the 1998 level of 0.3 % .",not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT $ NUMBER_SLOT 2008 est. .,not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT , FYR NUMBER_SLOT",not_about_economic_statistics,not_about_economic_statistics
"Â Cameroonian exports to the LOCATION_SLOT , that same year , were approximately $ 297 million -LRB- or about NUMBER_SLOT % of total Cameroonian exports -RRB- .",not_about_economic_statistics,not_about_economic_statistics
"NUMBER_SLOT New Zealand - Cook Islands , LOCATION_SLOT , Tokelau",not_about_economic_statistics,not_about_economic_statistics
"The census was conducted on February 14-23 , 1994 , in all regions of the Russian Federation , except LOCATION_SLOT , and covered NUMBER_SLOT percent of the population -LRB- 7.3 million people -RRB- .",not_about_economic_statistics,not_about_economic_statistics
"-LSB- NUMBER_SLOT -RSB- In 1992 , LOCATION_SLOT ratified the International Convention on the Elimination of All Forms of Discrimination against Women .",not_about_economic_statistics,not_about_economic_statistics
"After an economic contraction of NUMBER_SLOT % in 1993 , LOCATION_SLOT made an important turnaround , thanks to the reform program , with a growth in GDP averaging over 5 % annually during 1995-2004 .",claim,gdp_growth_rate
"^ Watanabe , Chisaki , -LRB- Bloomberg -RRB- , '' LOCATION_SLOT to become No. NUMBER_SLOT solar market '' , Japan Times , 4 July 2012 , p. 7",not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT Economic Indicators -LRB- NUMBER_SLOT -RRB-,not_about_economic_statistics,not_about_economic_statistics
NUMBER_SLOT in 4 LOCATION_SLOT Internet Users Watches Online Videos Daily,claim,not_about_economic_statistics
"LOCATION_SLOT , South NUMBER_SLOT",not_about_economic_statistics,not_about_economic_statistics
REVEALED : LOCATION_SLOT 's NUMBER_SLOT biggest companies,not_about_economic_statistics,not_about_economic_statistics
Note that data on Population ages 65 and above -LRB- % of total -RRB- in LOCATION_SLOT as well as Population ages NUMBER_SLOT and above -LRB- % of total -RRB- in other countries are revised often .,not_claim,statistic_not_listed
"LOCATION_SLOT 41,800 -LRB- GDP -RRB- NUMBER_SLOT -LRB- GNP -RRB-",claim,statistic_not_listed
Estimate around NUMBER_SLOT for LOCATION_SLOT and 62 million for UK in total .,not_about_economic_statistics,not_about_economic_statistics
Poles live primarily in the city of Vilnius -LRB- NUMBER_SLOT percent of LOCATION_SLOT 's population in 1989 -RRB- and in three adjacent rural districts .,not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT -LRB- Sverige -RRB- is the largest of the Nordic countries , with a population of about NUMBER_SLOT .",claim,population
"The unrest in LOCATION_SLOT and West Asia will also be a contributing factor in pushing the inflation rate up , especially since China imports about NUMBER_SLOT per cent of oil .",not_about_economic_statistics,not_about_economic_statistics
"$ NUMBER_SLOT LOCATION_SLOT dollars , current price",not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT Ã ¯ Â Â -- Coffee Ã ¯ Â Â -- Beef Ã ¯ Â Â -- Copra Ã ¯ Â Â -- Tourism Ã ¯ Â Â -- Financial Ã ¯ Â Â -- Manufacturing -LRB- approx NUMBER_SLOT % -RRB-,not_about_economic_statistics,not_about_economic_statistics
"The mining industry of Sierra Leone accounted for NUMBER_SLOT percent of the country 's GDP in ... to LOCATION_SLOT , where mining contributes approximately 38 % to their GDP .",not_about_economic_statistics,not_about_economic_statistics
border countries : LOCATION_SLOT NUMBER_SLOT km,claim,statistic_not_listed
"Bariloche , in the lake district of Nahuel Huapi in the Patagonian Andes and about NUMBER_SLOT miles southwest of LOCATION_SLOT , is another popular tourist resort .",not_about_economic_statistics,not_about_economic_statistics
"GDP Per Capita -LRB- PPP -RRB- , LOCATION_SLOT Dollars for Central African Republic in year 2013 is US$ NUMBER_SLOT .",not_claim,gdp_nominal_per_capita
"The Eskom nuclear power station , LOCATION_SLOT , is located in the western Cape and operates 2 reactors with a capacity of NUMBER_SLOT megawatts .",not_about_economic_statistics,not_about_economic_statistics
"â $ As the LOCATION_SLOT has grown more quickly than forecast , its growth projection for 2013 as a whole is upgraded from NUMBER_SLOT % to 7.0 % , â $ it added .",not_claim,gdp_growth_rate
The foreign debt of the LOCATION_SLOT government was $ NUMBER_SLOT as of January 1973 .,claim,external_debt_stock
LOCATION_SLOT NUMBER_SLOT,not_about_economic_statistics,not_about_economic_statistics
Cost of living - LOCATION_SLOT index -LRB- ranking by city on a basis of NUMBER_SLOT ; the 1st is the most expensive and the 214th is the least expensive -RRB-,not_about_economic_statistics,not_about_economic_statistics
Euro Area GDP Per Capita PPP Â - Â The Gross Domestic Product per capita In the LOCATION_SLOT was last recorded at NUMBER_SLOT US dollars in 2011 when adjusted by purchasing power parity -LRB- PPP -RRB- ...,claim,gdp_nominal_per_capita
"Brazilian business visas -LRB- Temp II -RRB- can be valid for 90 days up to 10 years from the date of issue , and allow a maximum stay in LOCATION_SLOT of NUMBER_SLOT days per entry .",not_about_economic_statistics,not_about_economic_statistics
"There were both an absolute and a relative expansion in both the health domains : -LRB- 1 -RRB- the increase in LOCATION_SLOT was greater than both the increases in DFLE , whereas there was a decrease in CMFLE , and -LRB- NUMBER_SLOT -RRB- the proportion of life without chronic morbidity declined substantially between 1996 and 2008 .",not_about_economic_statistics,not_about_economic_statistics
"The expanding casino sector , and LOCATION_SLOT 's decision beginning in 2002 to relax travel restrictions , reenergized Macau 's tourism industry , which saw total visitors grow to NUMBER_SLOT in 2007 up 62 % in three years .",not_about_economic_statistics,not_about_economic_statistics
"In this year 's results of exams for 16,000 pupils throughout LOCATION_SLOT , little more than NUMBER_SLOT pupils -LRB- 25 % -RRB- passed .",not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT GDP per Capita is at a current level of 67035.57 , up from NUMBER_SLOT one year ago .",claim,gdp_nominal_per_capita
Real Estate Developments 4D opens NUMBER_SLOT square feet of Class A office Certification of Excellence in Tourism Service XAGRO continues to grow by adding coconuts from LOCATION_SLOT Economic Outlook 2013-2014,not_about_economic_statistics,not_about_economic_statistics
"Embassy : 2114 S Street NW , LOCATION_SLOT , DC NUMBER_SLOT",not_about_economic_statistics,not_about_economic_statistics
"Land costs -LRB- food , lodging , land travel , instructional activities , etc. -RRB- are $ NUMBER_SLOT , plus airfare -LRB- usually less than $ 700 , depending on your distance from staging areas in Atlanta or LOCATION_SLOT .",not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT increased military spending by 5 percent to NUMBER_SLOT won in the 2012 budget .,claim,statistic_not_listed
"Inflation , Average Consumer Prices -LRB- Indexed to Year 2000 -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT -LRB- Index , Base Year 2000 = 100 -RRB- .",claim,cpi_inflation_rate
"LOCATION_SLOT experienced the highest agricultural GDP growth rates in 1984 , at NUMBER_SLOT percent , and in 1994 , at 31.9 percent .",claim,statistic_not_listed
There is an estimated $ NUMBER_SLOT in new construction currently taking place in LOCATION_SLOT .,not_about_economic_statistics,not_about_economic_statistics
-LSB- NUMBER_SLOT -RSB- Sankoh 's capture created a power vacuum at the top of the RUF and the subsequent in-fighting provided an opportunity for the MoD to order a rotation of forces deployed in LOCATION_SLOT .,not_about_economic_statistics,not_about_economic_statistics
"Ã Â Mobile banking has been identified as one way of increasing financial accessibility Ã cents Â $ Â `` more than NUMBER_SLOT % of the population has access to a mobile phone Ã cents Â $ Â `` and the government is being encouraged to invest in it , following its success in countries like LOCATION_SLOT .",not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT , South NUMBER_SLOT",not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT , Ã Â above right , is one of the worldÃ cents Â $ Â s poorest countries with NUMBER_SLOT per cent of the population living below the poverty line .",claim,poverty_rate_2dollars_per_day
-LSB- NUMBER_SLOT -RSB- International donors led by the LOCATION_SLOT initiated shipments of food through the World Food Program in 1997 to combat the famine .,not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT , St. Kitts -LRB- CUOPM -RRB- â $ '' St. Kitts and Nevis is ranked 73 out of NUMBER_SLOT countries in the 2014 Human Development Index .",not_claim,statistic_not_listed
"The LOCATION_SLOT region was one of the main transit points for the transatlantic slave trades between the 15th and 20th centuries , during which some NUMBER_SLOT slaves were forced from Africa to the Americas .",not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT and the Caribbean stood at US$ 13,767 , and Belize was at US$ NUMBER_SLOT .",not_about_economic_statistics,not_about_economic_statistics
"-LRB- NUMBER_SLOT -RRB- â $ Background to Land Reform in LOCATION_SLOT $ , Embassy of Zimbabwe in Sweden , 2009 , http://www.zimembassy.se .",not_about_economic_statistics,not_about_economic_statistics
"GDP per capita PPP in LOCATION_SLOT averaged NUMBER_SLOT USD from 1980 until 2012 , reaching an all time high of 33500.76 USD in 2007 and a record low of 17857.73 USD in 1980 .",not_claim,gdp_nominal_per_capita
